Time[s], 通道 0, 通道 1
0.00088207, 0, 0
0.00088267, 1, 0
0.00088541, 0, 0
0.00088600, 0, 1
0.00088875, 0, 0
0.00088935, 1, 0
0.00089209, 0, 0
0.00089268, 0, 1
0.00089543, 0, 0
0.00089603, 1, 0
0.00089877, 0, 0
0.00089936, 0, 1
0.00090211, 0, 0
0.00090271, 1, 0
0.00090545, 0, 0
0.00090604, 0, 1
0.00090879, 0, 0
0.00090939, 1, 0
0.00091213, 0, 0
0.00091272, 0, 1
0.00091547, 0, 0
0.00091607, 1, 0
0.00091880, 0, 0
0.00091940, 0, 1
0.00092215, 0, 0
0.00092275, 1, 0
0.00092548, 0, 0
0.00092608, 0, 1
0.00092883, 0, 0
0.00092943, 1, 0
0.00093216, 0, 0
0.00093276, 0, 1
0.00093551, 0, 0
0.00093611, 1, 0
0.00093884, 0, 0
0.00093944, 0, 1
0.00094219, 0, 0
0.00094279, 1, 0
0.00094552, 0, 0
0.00094612, 0, 1
0.00094887, 0, 0
0.00094947, 1, 0
0.00095220, 0, 0
0.00095280, 0, 1
0.00095555, 0, 0
0.00095615, 1, 0
0.00095888, 0, 0
0.00095948, 0, 1
0.00096223, 0, 0
0.00096283, 1, 0
0.00096556, 0, 0
0.00096616, 0, 1
0.00096891, 0, 0
0.00096951, 1, 0
0.00097224, 0, 0
0.00097284, 0, 1
0.00097559, 0, 0
0.00097619, 1, 0
0.00097892, 0, 0
0.00097952, 0, 1
0.00098227, 0, 0
0.00098287, 1, 0
0.00098560, 0, 0
0.00098620, 0, 1
0.00098895, 0, 0
0.00098955, 1, 0
0.00099228, 0, 0
0.00099288, 0, 1
0.00099563, 0, 0
0.00099623, 1, 0
0.00099896, 0, 0
0.00099956, 0, 1
0.00100231, 0, 0
0.00100290, 1, 0
0.00100564, 0, 0
0.00100624, 0, 1
0.00100898, 0, 0
0.00100958, 1, 0
0.00101232, 0, 0
0.00101292, 0, 1
0.00101566, 0, 0
0.00101626, 1, 0
0.00101900, 0, 0
0.00101960, 0, 1
0.00102234, 0, 0
0.00102294, 1, 0
0.00102568, 0, 0
0.00102628, 0, 1
0.00102902, 0, 0
0.00102962, 1, 0
0.00103236, 0, 0
0.00103295, 0, 1
0.00103570, 0, 0
0.00103630, 1, 0
0.00103904, 0, 0
0.00103963, 0, 1
0.00104238, 0, 0
0.00104298, 1, 0
0.00104572, 0, 0
0.00104631, 0, 1
0.00104906, 0, 0
0.00104966, 1, 0
0.00105240, 0, 0
0.00105299, 0, 1
0.00105574, 0, 0
0.00105634, 1, 0
0.00105908, 0, 0
0.00105967, 0, 1
0.00106242, 0, 0
0.00106302, 1, 0
0.00106576, 0, 0
0.00106635, 0, 1
0.00106910, 0, 0
0.00106970, 1, 0
0.00107244, 0, 0
0.00107303, 0, 1
0.00107578, 0, 0
0.00107638, 1, 0
0.00107912, 0, 0
0.00107971, 0, 1
0.00108246, 0, 0
0.00108306, 1, 0
0.00108579, 0, 0
0.00108639, 0, 1
0.00108914, 0, 0
0.00108974, 1, 0
0.00109247, 0, 0
0.00109307, 0, 1
0.00109582, 0, 0
0.00109642, 1, 0
0.00109915, 0, 0
0.00109975, 0, 1
0.00110250, 0, 0
0.00110310, 1, 0
0.00110583, 0, 0
0.00110643, 0, 1
0.00110918, 0, 0
0.00110978, 1, 0
0.00111251, 0, 0
0.00111311, 0, 1
0.00111586, 0, 0
0.00111646, 1, 0
0.00111919, 0, 0
0.00111979, 0, 1
0.00112254, 0, 0
0.00112314, 1, 0
0.00112587, 0, 0
0.00112647, 0, 1
0.00112922, 0, 0
0.00112982, 1, 0
0.00113255, 0, 0
0.00113315, 0, 1
0.00113590, 0, 0
0.00113650, 1, 0
0.00113923, 0, 0
0.00113983, 0, 1
0.00114258, 0, 0
0.00114318, 1, 0
0.00114591, 0, 0
0.00114651, 0, 1
0.00114926, 0, 0
0.00114986, 1, 0
0.00115259, 0, 0
0.00115319, 0, 1
0.00115594, 0, 0
0.00115654, 1, 0
0.00115927, 0, 0
0.00115987, 0, 1
0.00116262, 0, 0
0.00116321, 1, 0
0.00116595, 0, 0
0.00116655, 0, 1
0.00116930, 0, 0
0.00116989, 1, 0
0.00117263, 0, 0
0.00117323, 0, 1
0.00117598, 0, 0
0.00117657, 1, 0
0.00117931, 0, 0
0.00117991, 0, 1
0.00118266, 0, 0
0.00118325, 1, 0
0.00118599, 0, 0
0.00118659, 0, 1
0.00118934, 0, 0
0.00118993, 1, 0
0.00119267, 0, 0
0.00119327, 0, 1
0.00119601, 0, 0
0.00119661, 1, 0
0.00119935, 0, 0
0.00119994, 0, 1
0.00120269, 0, 0
0.00120329, 1, 0
0.00120603, 0, 0
0.00120662, 0, 1
0.00120937, 0, 0
0.00120997, 1, 0
0.00121271, 0, 0
0.00121330, 0, 1
0.00121605, 0, 0
0.00121665, 1, 0
0.00121939, 0, 0
0.00121998, 0, 1
0.00122273, 0, 0
0.00122333, 1, 0
0.00122607, 0, 0
0.00122666, 0, 1
0.00122941, 0, 0
0.00123001, 1, 0
0.00123275, 0, 0
0.00123334, 0, 1
0.00123609, 0, 0
